filename,semantic_label,numeric_label,partition,task
002356.png,golden_retriever,0.0,test,target
002273.png,golden_retriever,0.0,test,target
004624.png,collie,1.0,train,target
003287.png,golden_retriever,0.0,train,target
002499.png,golden_retriever,0.0,test,target
005338.png,collie,1.0,val,target
002709.png,golden_retriever,0.0,train,target
003095.png,golden_retriever,0.0,val,target
003175.png,collie,1.0,train,target
000241.png,golden_retriever,0.0,val,target
003323.png,golden_retriever,0.0,train,target
003072.png,collie,1.0,val,target
001726.png,golden_retriever,0.0,train,target
001075.png,golden_retriever,0.0,train,target
003739.png,collie,1.0,train,target
002873.png,collie,1.0,train,target
002103.png,collie,1.0,train,target
003664.png,collie,1.0,train,target
001722.png,collie,1.0,train,target
002770.png,golden_retriever,0.0,train,target
001461.png,golden_retriever,0.0,train,target
002305.png,golden_retriever,0.0,test,target
000410.png,golden_retriever,0.0,val,target
001402.png,golden_retriever,0.0,train,target
003357.png,golden_retriever,0.0,val,target
001489.png,golden_retriever,0.0,test,target
004969.png,collie,1.0,val,target
005903.png,collie,1.0,val,target
001768.png,collie,1.0,train,target
005675.png,collie,1.0,train,target
002763.png,golden_retriever,0.0,train,target
007425.png,collie,1.0,test,target
000367.png,golden_retriever,0.0,train,target
004111.png,collie,1.0,val,target
001023.png,collie,1.0,test,target
004274.png,collie,1.0,val,target
003393.png,golden_retriever,0.0,val,target
002723.png,collie,1.0,train,target
003415.png,golden_retriever,0.0,train,target
002612.png,golden_retriever,0.0,train,target
001594.png,collie,1.0,train,target
000616.png,golden_retriever,0.0,train,target
002500.png,collie,1.0,train,target
001475.png,golden_retriever,0.0,val,target
004989.png,collie,1.0,val,target
005025.png,collie,1.0,train,target
002465.png,golden_retriever,0.0,train,target
003044.png,golden_retriever,0.0,train,target
000101.png,collie,1.0,test,target
000393.png,golden_retriever,0.0,train,target
000665.png,collie,1.0,val,target
000986.png,collie,1.0,train,target
003632.png,collie,1.0,val,target
002241.png,golden_retriever,0.0,test,target
001682.png,golden_retriever,0.0,val,target
000556.png,golden_retriever,0.0,val,target
005908.png,collie,1.0,val,target
003764.png,collie,1.0,train,target
001704.png,golden_retriever,0.0,val,target
002802.png,golden_retriever,0.0,test,target
007040.png,collie,1.0,test,target
002287.png,collie,1.0,train,target
004854.png,collie,1.0,train,target
000224.png,golden_retriever,0.0,train,target
002587.png,golden_retriever,0.0,val,target
002475.png,collie,1.0,train,target
004809.png,collie,1.0,train,target
003154.png,golden_retriever,0.0,train,target
000496.png,collie,1.0,test,target
000386.png,golden_retriever,0.0,train,target
007785.png,collie,1.0,test,target
000704.png,golden_retriever,0.0,train,target
000977.png,collie,1.0,val,target
002132.png,collie,1.0,train,target
003130.png,collie,1.0,train,target
001750.png,collie,1.0,train,target
002913.png,golden_retriever,0.0,train,target
002440.png,golden_retriever,0.0,val,target
003112.png,golden_retriever,0.0,train,target
002627.png,golden_retriever,0.0,train,target
001862.png,golden_retriever,0.0,test,target
005823.png,collie,1.0,train,target
000859.png,collie,1.0,val,target
005842.png,collie,1.0,val,target
001700.png,golden_retriever,0.0,train,target
000648.png,collie,1.0,val,target
000830.png,golden_retriever,0.0,train,target
006991.png,collie,1.0,test,target
002505.png,golden_retriever,0.0,train,target
001747.png,golden_retriever,0.0,train,target
001125.png,golden_retriever,0.0,train,target
004701.png,collie,1.0,train,target
000683.png,golden_retriever,0.0,train,target
000600.png,golden_retriever,0.0,train,target
000493.png,golden_retriever,0.0,train,target
001235.png,collie,1.0,train,target
003146.png,golden_retriever,0.0,train,target
001672.png,golden_retriever,0.0,train,target
006234.png,collie,1.0,test,target
007054.png,collie,1.0,test,target
001208.png,collie,1.0,test,target
004888.png,collie,1.0,train,target
005317.png,collie,1.0,train,target
004078.png,collie,1.0,val,target
000394.png,collie,1.0,val,target
004750.png,collie,1.0,train,target
004420.png,collie,1.0,train,target
002710.png,golden_retriever,0.0,train,target
002280.png,collie,1.0,val,target
000232.png,golden_retriever,0.0,train,target
002284.png,golden_retriever,0.0,test,target
000936.png,golden_retriever,0.0,train,target
001525.png,golden_retriever,0.0,train,target
001569.png,collie,1.0,train,target
001367.png,collie,1.0,train,target
002197.png,collie,1.0,train,target
001891.png,golden_retriever,0.0,train,target
000170.png,golden_retriever,0.0,val,target
002885.png,golden_retriever,0.0,train,target
000261.png,golden_retriever,0.0,train,target
001150.png,collie,1.0,test,target
000038.png,golden_retriever,0.0,train,target
001420.png,golden_retriever,0.0,val,target
002502.png,golden_retriever,0.0,val,target
000672.png,golden_retriever,0.0,train,target
005970.png,collie,1.0,train,target
002243.png,golden_retriever,0.0,test,target
000631.png,golden_retriever,0.0,val,target
000732.png,collie,1.0,test,target
002607.png,collie,1.0,train,target
000995.png,golden_retriever,0.0,test,target
001653.png,collie,1.0,train,target
002863.png,golden_retriever,0.0,val,target
005909.png,collie,1.0,val,target
003569.png,collie,1.0,train,target
000939.png,collie,1.0,train,target
003505.png,collie,1.0,train,target
002757.png,collie,1.0,train,target
003028.png,golden_retriever,0.0,val,target
003068.png,golden_retriever,0.0,val,target
003491.png,collie,1.0,val,target
002854.png,golden_retriever,0.0,train,target
002268.png,collie,1.0,val,target
006282.png,collie,1.0,test,target
002870.png,golden_retriever,0.0,val,target
004301.png,collie,1.0,train,target
000336.png,golden_retriever,0.0,train,target
000139.png,golden_retriever,0.0,val,target
002929.png,golden_retriever,0.0,test,target
001247.png,golden_retriever,0.0,train,target
003909.png,collie,1.0,val,target
006045.png,collie,1.0,test,target
005601.png,collie,1.0,train,target
000032.png,collie,1.0,train,target
003115.png,golden_retriever,0.0,train,target
000591.png,collie,1.0,train,target
005767.png,collie,1.0,val,target
001151.png,golden_retriever,0.0,val,target
000185.png,collie,1.0,train,target
001512.png,golden_retriever,0.0,train,target
002001.png,collie,1.0,val,target
001894.png,golden_retriever,0.0,train,target
002836.png,golden_retriever,0.0,train,target
002389.png,collie,1.0,val,target
000195.png,collie,1.0,val,target
002544.png,golden_retriever,0.0,val,target
004135.png,collie,1.0,val,target
001837.png,golden_retriever,0.0,val,target
001465.png,golden_retriever,0.0,test,target
001203.png,golden_retriever,0.0,train,target
002687.png,collie,1.0,val,target
000823.png,golden_retriever,0.0,val,target
005985.png,collie,1.0,train,target
003336.png,collie,1.0,val,target
002430.png,golden_retriever,0.0,train,target
003522.png,collie,1.0,train,target
000681.png,golden_retriever,0.0,test,target
003218.png,collie,1.0,train,target
001040.png,golden_retriever,0.0,train,target
000404.png,golden_retriever,0.0,train,target
006019.png,collie,1.0,train,target
000942.png,collie,1.0,test,target
000315.png,golden_retriever,0.0,train,target
000305.png,collie,1.0,train,target
000566.png,golden_retriever,0.0,val,target
002621.png,golden_retriever,0.0,train,target
003317.png,collie,1.0,train,target
005891.png,collie,1.0,train,target
001314.png,golden_retriever,0.0,val,target
001501.png,golden_retriever,0.0,val,target
001221.png,golden_retriever,0.0,test,target
002818.png,golden_retriever,0.0,test,target
005567.png,collie,1.0,train,target
000194.png,golden_retriever,0.0,val,target
001240.png,collie,1.0,val,target
005608.png,collie,1.0,train,target
002435.png,collie,1.0,train,target
001754.png,golden_retriever,0.0,train,target
000540.png,golden_retriever,0.0,test,target
002509.png,golden_retriever,0.0,train,target
001740.png,golden_retriever,0.0,train,target
001159.png,collie,1.0,test,target
000045.png,collie,1.0,test,target
001191.png,golden_retriever,0.0,train,target
000222.png,golden_retriever,0.0,train,target
000489.png,golden_retriever,0.0,train,target
000735.png,golden_retriever,0.0,train,target
000923.png,golden_retriever,0.0,val,target
000890.png,golden_retriever,0.0,train,target
005931.png,collie,1.0,train,target
000339.png,collie,1.0,train,target
007743.png,collie,1.0,test,target
003426.png,golden_retriever,0.0,val,target
000031.png,golden_retriever,0.0,train,target
003576.png,collie,1.0,train,target
004396.png,collie,1.0,train,target
001507.png,golden_retriever,0.0,train,target
001043.png,golden_retriever,0.0,train,target
000075.png,golden_retriever,0.0,train,target
004575.png,collie,1.0,train,target
000400.png,golden_retriever,0.0,val,target
000814.png,golden_retriever,0.0,test,target
006751.png,collie,1.0,test,target
004006.png,collie,1.0,train,target
006700.png,collie,1.0,test,target
000602.png,golden_retriever,0.0,test,target
003126.png,golden_retriever,0.0,val,target
000943.png,golden_retriever,0.0,train,target
004725.png,collie,1.0,train,target
001445.png,golden_retriever,0.0,train,target
002560.png,golden_retriever,0.0,train,target
003343.png,golden_retriever,0.0,train,target
003992.png,collie,1.0,train,target
001493.png,collie,1.0,train,target
005932.png,collie,1.0,val,target
003114.png,golden_retriever,0.0,train,target
006000.png,collie,1.0,val,target
001647.png,golden_retriever,0.0,train,target
005223.png,collie,1.0,train,target
000274.png,collie,1.0,train,target
007231.png,collie,1.0,test,target
000390.png,golden_retriever,0.0,test,target
004165.png,collie,1.0,val,target
001688.png,collie,1.0,train,target
000940.png,collie,1.0,val,target
002591.png,golden_retriever,0.0,train,target
000131.png,golden_retriever,0.0,val,target
002696.png,golden_retriever,0.0,val,target
001044.png,golden_retriever,0.0,train,target
000613.png,collie,1.0,test,target
005751.png,collie,1.0,val,target
000106.png,collie,1.0,val,target
003190.png,golden_retriever,0.0,train,target
005976.png,collie,1.0,train,target
001499.png,golden_retriever,0.0,val,target
006171.png,collie,1.0,test,target
001728.png,golden_retriever,0.0,train,target
000517.png,golden_retriever,0.0,train,target
001041.png,golden_retriever,0.0,val,target
000010.png,collie,1.0,train,target
001995.png,collie,1.0,train,target
000525.png,collie,1.0,test,target
003389.png,golden_retriever,0.0,train,target
001406.png,golden_retriever,0.0,train,target
004817.png,collie,1.0,train,target
002049.png,collie,1.0,train,target
000614.png,collie,1.0,train,target
001834.png,golden_retriever,0.0,train,target
002135.png,collie,1.0,train,target
002630.png,golden_retriever,0.0,train,target
002637.png,golden_retriever,0.0,train,target
003429.png,golden_retriever,0.0,val,target
002633.png,collie,1.0,train,target
001405.png,golden_retriever,0.0,train,target
004042.png,collie,1.0,train,target
002320.png,golden_retriever,0.0,test,target
001724.png,golden_retriever,0.0,train,target
000621.png,golden_retriever,0.0,test,target
001483.png,golden_retriever,0.0,train,target
001813.png,golden_retriever,0.0,test,target
000631.png,golden_retriever,0.0,test,target
000453.png,golden_retriever,0.0,train,target
001820.png,collie,1.0,train,target
000902.png,collie,1.0,train,target
002306.png,golden_retriever,0.0,test,target
001371.png,golden_retriever,0.0,test,target
003982.png,collie,1.0,train,target
000166.png,golden_retriever,0.0,train,target
000422.png,golden_retriever,0.0,test,target
002664.png,collie,1.0,train,target
002497.png,collie,1.0,train,target
003669.png,collie,1.0,train,target
000434.png,golden_retriever,0.0,train,target
000377.png,golden_retriever,0.0,train,target
002066.png,golden_retriever,0.0,test,target
000553.png,golden_retriever,0.0,train,target
004216.png,collie,1.0,train,target
000776.png,golden_retriever,0.0,val,target
001223.png,golden_retriever,0.0,val,target
005475.png,collie,1.0,train,target
002542.png,golden_retriever,0.0,train,target
000385.png,golden_retriever,0.0,train,target
000432.png,golden_retriever,0.0,train,target
002147.png,collie,1.0,train,target
000593.png,golden_retriever,0.0,train,target
000137.png,golden_retriever,0.0,train,target
000212.png,collie,1.0,test,target
006315.png,collie,1.0,test,target
004663.png,collie,1.0,val,target
000173.png,golden_retriever,0.0,train,target
000681.png,golden_retriever,0.0,train,target
000291.png,golden_retriever,0.0,val,target
003039.png,collie,1.0,train,target
002864.png,collie,1.0,val,target
004192.png,collie,1.0,val,target
004893.png,collie,1.0,train,target
000409.png,collie,1.0,val,target
002043.png,collie,1.0,train,target
004079.png,collie,1.0,val,target
005879.png,collie,1.0,val,target
002292.png,collie,1.0,train,target
002602.png,collie,1.0,train,target
002104.png,collie,1.0,train,target
002426.png,golden_retriever,0.0,train,target
000300.png,golden_retriever,0.0,val,target
001655.png,golden_retriever,0.0,train,target
000675.png,golden_retriever,0.0,val,target
006065.png,collie,1.0,test,target
001860.png,golden_retriever,0.0,val,target
000399.png,golden_retriever,0.0,train,target
001796.png,golden_retriever,0.0,test,target
000020.png,collie,1.0,train,target
003392.png,collie,1.0,train,target
002821.png,golden_retriever,0.0,train,target
000566.png,golden_retriever,0.0,test,target
006753.png,collie,1.0,test,target
000862.png,golden_retriever,0.0,train,target
001104.png,collie,1.0,train,target
003573.png,collie,1.0,train,target
001663.png,golden_retriever,0.0,train,target
000430.png,golden_retriever,0.0,train,target
001404.png,collie,1.0,val,target
003104.png,golden_retriever,0.0,val,target
001171.png,golden_retriever,0.0,val,target
005748.png,collie,1.0,train,target
002891.png,golden_retriever,0.0,test,target
003526.png,collie,1.0,val,target
000893.png,collie,1.0,train,target
002157.png,collie,1.0,val,target
004983.png,collie,1.0,val,target
005563.png,collie,1.0,train,target
002141.png,collie,1.0,train,target
002425.png,collie,1.0,val,target
002748.png,collie,1.0,train,target
000530.png,golden_retriever,0.0,val,target
000123.png,collie,1.0,val,target
001108.png,collie,1.0,test,target
000720.png,collie,1.0,val,target
002708.png,golden_retriever,0.0,test,target
000498.png,golden_retriever,0.0,val,target
000445.png,golden_retriever,0.0,train,target
004508.png,collie,1.0,val,target
001958.png,collie,1.0,train,target
005395.png,collie,1.0,val,target
000582.png,golden_retriever,0.0,val,target
000465.png,collie,1.0,val,target
002590.png,golden_retriever,0.0,test,target
002906.png,golden_retriever,0.0,train,target
005617.png,collie,1.0,train,target
001167.png,golden_retriever,0.0,train,target
004943.png,collie,1.0,train,target
005201.png,collie,1.0,val,target
000118.png,golden_retriever,0.0,val,target
002163.png,collie,1.0,val,target
003400.png,collie,1.0,val,target
004530.png,collie,1.0,val,target
001849.png,golden_retriever,0.0,train,target
003441.png,golden_retriever,0.0,val,target
002427.png,golden_retriever,0.0,train,target
000923.png,golden_retriever,0.0,test,target
001319.png,golden_retriever,0.0,train,target
000785.png,golden_retriever,0.0,train,target
002638.png,golden_retriever,0.0,val,target
000560.png,collie,1.0,train,target
001142.png,golden_retriever,0.0,train,target
005964.png,collie,1.0,val,target
004569.png,collie,1.0,train,target
000403.png,golden_retriever,0.0,val,target
001136.png,collie,1.0,test,target
004865.png,collie,1.0,val,target
001601.png,golden_retriever,0.0,train,target
001495.png,golden_retriever,0.0,train,target
000823.png,golden_retriever,0.0,test,target
000553.png,golden_retriever,0.0,test,target
007124.png,collie,1.0,test,target
001064.png,golden_retriever,0.0,train,target
005325.png,collie,1.0,val,target
000825.png,collie,1.0,val,target
004767.png,collie,1.0,train,target
005817.png,collie,1.0,train,target
000731.png,golden_retriever,0.0,train,target
000602.png,golden_retriever,0.0,train,target
000404.png,golden_retriever,0.0,test,target
002178.png,collie,1.0,train,target
004144.png,collie,1.0,train,target
001561.png,golden_retriever,0.0,train,target
001126.png,collie,1.0,train,target
000182.png,golden_retriever,0.0,val,target
002024.png,collie,1.0,val,target
004421.png,collie,1.0,train,target
003063.png,collie,1.0,train,target
002225.png,collie,1.0,val,target
001592.png,collie,1.0,train,target
004840.png,collie,1.0,train,target
003972.png,collie,1.0,train,target
002729.png,golden_retriever,0.0,train,target
000495.png,collie,1.0,val,target
000959.png,collie,1.0,test,target
000334.png,golden_retriever,0.0,train,target
002212.png,golden_retriever,0.0,test,target
003693.png,collie,1.0,train,target
001503.png,golden_retriever,0.0,train,target
000508.png,golden_retriever,0.0,train,target
000345.png,collie,1.0,test,target
006036.png,collie,1.0,test,target
000330.png,golden_retriever,0.0,train,target
003213.png,golden_retriever,0.0,train,target
000089.png,collie,1.0,train,target
004088.png,collie,1.0,train,target
000445.png,golden_retriever,0.0,test,target
002252.png,collie,1.0,train,target
005221.png,collie,1.0,val,target
006207.png,collie,1.0,test,target
005599.png,collie,1.0,train,target
001898.png,golden_retriever,0.0,train,target
003340.png,collie,1.0,train,target
002815.png,golden_retriever,0.0,train,target
000621.png,golden_retriever,0.0,val,target
005643.png,collie,1.0,train,target
000724.png,collie,1.0,test,target
001378.png,collie,1.0,val,target
000184.png,golden_retriever,0.0,train,target
002846.png,collie,1.0,train,target
003345.png,collie,1.0,train,target
001582.png,golden_retriever,0.0,val,target
000214.png,collie,1.0,train,target
004940.png,collie,1.0,val,target
000540.png,golden_retriever,0.0,val,target
000132.png,golden_retriever,0.0,train,target
002183.png,collie,1.0,train,target
001053.png,collie,1.0,test,target
000395.png,golden_retriever,0.0,train,target
000059.png,collie,1.0,val,target
007220.png,collie,1.0,test,target
005784.png,collie,1.0,train,target
000658.png,collie,1.0,train,target
000435.png,,,challenge,target
007621.png,,,challenge,target
000936.png,,,challenge,target
000833.png,,,challenge,target
000585.png,,,challenge,target
002257.png,,,challenge,target
001470.png,,,challenge,target
007184.png,,,challenge,target
000813.png,,,challenge,target
002255.png,,,challenge,target
000616.png,,,challenge,target
002857.png,,,challenge,target
000167.png,,,challenge,target
000061.png,,,challenge,target
000033.png,,,challenge,target
001144.png,,,challenge,target
001326.png,,,challenge,target
000459.png,,,challenge,target
000838.png,,,challenge,target
000416.png,,,challenge,target
002139.png,,,challenge,target
000490.png,,,challenge,target
000393.png,,,challenge,target
000781.png,,,challenge,target
006861.png,,,challenge,target
000655.png,,,challenge,target
002195.png,,,challenge,target
002181.png,,,challenge,target
000623.png,,,challenge,target
007840.png,,,challenge,target
006638.png,,,challenge,target
007450.png,,,challenge,target
000453.png,,,challenge,target
000399.png,,,challenge,target
000951.png,,,challenge,target
001170.png,,,challenge,target
001408.png,,,challenge,target
000862.png,,,challenge,target
001977.png,,,challenge,target
001182.png,,,challenge,target
006989.png,,,challenge,target
000015.png,,,challenge,target
002271.png,,,challenge,target
006172.png,,,challenge,target
001137.png,,,challenge,target
002136.png,,,challenge,target
000388.png,,,challenge,target
002283.png,,,challenge,target
007847.png,,,challenge,target
000040.png,,,challenge,target
007189.png,,,challenge,target
002055.png,,,challenge,target
000288.png,,,challenge,target
001155.png,,,challenge,target
000508.png,,,challenge,target
007354.png,,,challenge,target
000227.png,,,challenge,target
006400.png,,,challenge,target
006411.png,,,challenge,target
001263.png,,,challenge,target
000303.png,,,challenge,target
001172.png,,,challenge,target
002191.png,,,challenge,target
000497.png,,,challenge,target
007198.png,,,challenge,target
007837.png,,,challenge,target
000407.png,,,challenge,target
001041.png,,,challenge,target
000395.png,,,challenge,target
000688.png,,,challenge,target
000933.png,,,challenge,target
006904.png,,,challenge,target
000319.png,,,challenge,target
001032.png,,,challenge,target
001225.png,,,challenge,target
000811.png,,,challenge,target
006399.png,,,challenge,target
001376.png,,,challenge,target
000377.png,,,challenge,target
001163.png,,,challenge,target
002224.png,,,challenge,target
001467.png,,,challenge,target
000480.png,,,challenge,target
000886.png,,,challenge,target
000493.png,,,challenge,target
000854.png,,,challenge,target
006191.png,,,challenge,target
000735.png,,,challenge,target
000752.png,,,challenge,target
002689.png,,,challenge,target
000285.png,,,challenge,target
002415.png,,,challenge,target
002776.png,,,challenge,target
001003.png,,,challenge,target
006882.png,,,challenge,target
000627.png,,,challenge,target
000298.png,,,challenge,target
001174.png,,,challenge,target
000163.png,,,challenge,target
001685.png,,,challenge,target
006374.png,,,challenge,target
000448.png,,,challenge,target
006820.png,,,challenge,target
006281.png,,,challenge,target
006362.png,,,challenge,target
007301.png,,,challenge,target
000039.png,,,challenge,target
007212.png,,,challenge,target
000879.png,,,challenge,target
002347.png,,,challenge,target
002406.png,,,challenge,target
002248.png,,,challenge,target
007790.png,,,challenge,target
002226.png,,,challenge,target
002421.png,,,challenge,target
000967.png,,,challenge,target
000472.png,,,challenge,target
006597.png,,,challenge,target
000250.png,,,challenge,target
006732.png,,,challenge,target
002437.png,,,challenge,target
001088.png,,,challenge,target
000731.png,,,challenge,target
002281.png,,,challenge,target
006355.png,,,challenge,target
000385.png,,,challenge,target
000775.png,,,challenge,target
001017.png,,,challenge,target
000918.png,,,challenge,target
000049.png,,,challenge,target
007377.png,,,challenge,target
006480.png,,,challenge,target
000873.png,,,challenge,target
006160.png,,,challenge,target
007656.png,,,challenge,target
006730.png,,,challenge,target
002272.png,,,challenge,target
000306.png,,,challenge,target
002369.png,,,challenge,target
001952.png,,,challenge,target
002154.png,,,challenge,target
001040.png,,,challenge,target
007017.png,,,challenge,target
000719.png,,,challenge,target
000704.png,,,challenge,target
002207.png,,,challenge,target
001650.png,,,challenge,target
000672.png,,,challenge,target
001956.png,,,challenge,target
007150.png,,,challenge,target
007254.png,,,challenge,target
002245.png,,,challenge,target
002129.png,,,challenge,target
002692.png,,,challenge,target
000801.png,,,challenge,target
000386.png,,,challenge,target
006348.png,,,challenge,target
002743.png,,,challenge,target
001551.png,,,challenge,target
007618.png,,,challenge,target
002352.png,,,challenge,target
000226.png,,,challenge,target
006546.png,,,challenge,target
001201.png,,,challenge,target
002622.png,,,challenge,target
000056.png,,,challenge,target
000231.png,,,challenge,target
000784.png,,,challenge,target
000463.png,,,challenge,target
000582.png,,,challenge,target
000517.png,,,challenge,target
001678.png,,,challenge,target
000675.png,,,challenge,target
000776.png,,,challenge,target
000603.png,,,challenge,target
000727.png,,,challenge,target
006476.png,,,challenge,target
002265.png,,,challenge,target
000725.png,,,challenge,target
001982.png,,,challenge,target
000432.png,,,challenge,target
006968.png,,,challenge,target
000353.png,,,challenge,target
001124.png,,,challenge,target
007221.png,,,challenge,target
007749.png,,,challenge,target
000683.png,,,challenge,target
001029.png,,,challenge,target
002242.png,,,challenge,target
000778.png,,,challenge,target
002766.png,,,challenge,target
000910.png,,,challenge,target
006817.png,,,challenge,target
000943.png,,,challenge,target
007835.png,,,challenge,target
007224.png,,,challenge,target
000663.png,,,challenge,target
001082.png,,,challenge,target
002420.png,,,challenge,target
000498.png,,,challenge,target
007121.png,yorkshire_terrier,7.0,,source
007512.png,siberian_husky,6.0,,source
000712.png,miniature_poodle,1.0,train,source
005286.png,dalmatian,4.0,test,source
009994.png,siberian_husky,6.0,,source
001016.png,yorkshire_terrier,7.0,train,source
010053.png,saint_bernard,2.0,,source
010031.png,chihuahua,5.0,,source
001453.png,yorkshire_terrier,7.0,train,source
008790.png,miniature_poodle,1.0,,source
003365.png,siberian_husky,6.0,val,source
001162.png,dalmatian,4.0,train,source
004728.png,siberian_husky,6.0,test,source
008243.png,dalmatian,4.0,,source
008552.png,saint_bernard,2.0,,source
001842.png,great_dane,3.0,train,source
000488.png,chihuahua,5.0,train,source
000690.png,great_dane,3.0,train,source
003087.png,chihuahua,5.0,val,source
000884.png,saint_bernard,2.0,train,source
000653.png,samoyed,0.0,train,source
009698.png,yorkshire_terrier,7.0,,source
009428.png,chihuahua,5.0,,source
005332.png,miniature_poodle,1.0,test,source
007669.png,great_dane,3.0,,source
005408.png,chihuahua,5.0,test,source
003350.png,chihuahua,5.0,val,source
002889.png,yorkshire_terrier,7.0,val,source
006688.png,samoyed,0.0,,source
008661.png,samoyed,0.0,,source
000263.png,samoyed,0.0,train,source
002023.png,dalmatian,4.0,train,source
006463.png,chihuahua,5.0,,source
007201.png,miniature_poodle,1.0,,source
004841.png,samoyed,0.0,test,source
008891.png,great_dane,3.0,,source
001881.png,yorkshire_terrier,7.0,train,source
006544.png,samoyed,0.0,,source
003058.png,great_dane,3.0,val,source
003358.png,siberian_husky,6.0,val,source
006620.png,chihuahua,5.0,,source
001269.png,dalmatian,4.0,train,source
009745.png,chihuahua,5.0,,source
008590.png,saint_bernard,2.0,,source
002686.png,dalmatian,4.0,val,source
002008.png,yorkshire_terrier,7.0,train,source
009222.png,great_dane,3.0,,source
007818.png,saint_bernard,2.0,,source
002731.png,samoyed,0.0,train,source
005586.png,chihuahua,5.0,,source
007801.png,miniature_poodle,1.0,,source
006768.png,miniature_poodle,1.0,,source
000994.png,siberian_husky,6.0,train,source
008517.png,samoyed,0.0,,source
007248.png,saint_bernard,2.0,,source
002660.png,dalmatian,4.0,val,source
006085.png,yorkshire_terrier,7.0,,source
004447.png,miniature_poodle,1.0,test,source
004559.png,siberian_husky,6.0,test,source
007243.png,miniature_poodle,1.0,,source
002210.png,samoyed,0.0,train,source
006214.png,siberian_husky,6.0,,source
001970.png,samoyed,0.0,train,source
001756.png,samoyed,0.0,train,source
005092.png,chihuahua,5.0,test,source
007521.png,saint_bernard,2.0,,source
006346.png,great_dane,3.0,,source
006759.png,chihuahua,5.0,,source
009030.png,great_dane,3.0,,source
004259.png,miniature_poodle,1.0,test,source
006394.png,yorkshire_terrier,7.0,,source
003523.png,yorkshire_terrier,7.0,val,source
000870.png,samoyed,0.0,train,source
002274.png,chihuahua,5.0,train,source
009323.png,miniature_poodle,1.0,,source
